,Song_name,pearl-jam
110,sleight of hand   ,"""Routine was the theme He'd wake up, wash and pour himself into uniform Something he hadn't imagined being As the merging traffic passed"", ""He found himself staring down At his own hands Not remembering the change Not recalling the plan Was it?"", ""He was okay But wondering About wandering Was it age? By consequence? Or was he moved by sleight of hand?"", ""Mondays were made to fall Lost on a road he knew by heart It was like a book he read in his sleep Endlessly"", ""Sometimes he hid in his radio Watching others pull into their homes While he was drifting"", ""On a line Of his own Off the line Off the side"", ""By the by As dirt turned to sand As if moved by sleight of hand"", ""And when he reached the shore of his clip-on world He resurfaced to the norm Organized his few things, his coat and keys Any new realizations would have to wait Till he had more time More time"", ""A time to dream To himself He waves goodbye To himself I'll see you on the other side Another man moved by sleight of hand"""
111,buckle up   ,
112,ramblings iii   ,"""Stop Fuck me in my brain (x2) You fuckin' little cunt You're drivin' me insane Fuck me in the brain (x2) You're drivin' me drivin' me insane Fuck me in my life hah You wanted to be my wife huh huh Fuck me in my brain fuck I'm ready for you I don't believe nothin' even if it's true no Fuck me fuck me in my brain Fuck me my ears are open in my brain Fuck me You think I care 'Bout those emotions you wear You think I care 'Bout the way you wear your veil You think our love huh Is so far above oh Fuck me (x7)"""
113,you are   ,"""This broken wheel is coming undone And the road's exploding But you're keeping me strong Rolling along with you"", ""Love is a tower And you're the key Leading me higher When you let me in"", ""Keeping us close, so close On down the line Sometimes I burn like a dot on the sun With no one knowing But you're keeping me strong Moving along with you"", ""You are a tower of Strength to me The darkening hour Sees light again"", ""Ooh wah, ooh wah, ooh wah, ooh wah, ooh wah You are, you are, you are, you are"", ""Love is a tower Of strength to me I am the shoreline But you're the sea"", ""You are You are You are You are You You are"", ""You are You are"""
114,unemployable   ,"""He's got a big gold ring which says \""Jesus Saves\"" And it's dented from the punch thrown at work that day When he smashed the metal locker where he kept his things After the big boss say, \""You best be on your way\"""", ""So this life is sacrifice Oh yeah Jumping trains just to survive"", ""Well his wife and kid's asleep but he's still awake And his brain weighs the curse of thirty bills unpaid Gets up, lights a cigarette he's grown to hate Thinking if he can't sleep, how will he ever dream again?"", ""So this life is sacrificed Oh yeah To a stranger's bottom line Oh yeah"", ""I've seen the light, oho oh oh oho oh oh I'm scared alive Nearly dead Oho oh oh oho oh ohh I've seen the light Still alive"", ""Yeah So this life is sacrificed Oh yeah Was a dream that had to die Oh yeah"", ""I've seen the light, oho oh oh oho oh oh I'm scared alive Near to death Oho oh oh oho oh oh"", ""I've seen the light Scared alive Oho ohhh ohhhhh oooohoooo I'm here to die Here to die Scared alive Here to die Here to die Scared of life"""
115,fckin up   ,
116,oceans   ,"""Hold on to the thread The currents will shift Glide me towards You know something's left And we're all allowed To dream of the next Oh, oh the next, time we touch"", ""Uh huh, uh huh Uh huh, uh huh"", ""You don't have to stray Tho oceans away Waves roll in my thoughts Hold tight the ring The sea will rise Please stand by the shore Oh, oh, oh, I will be I will be there once more"", ""Uh huh, uh huh Uh huh, uh huh Uh huh, uh huh Uh huh, uh huh Uh huh, uh huh"""
117,mankind   ,"""You'll be... Going out with radio. Going out with disco. Going out like bacchanal. I'll be... Going out with telephone Going out alone. To the radar zone."", ""It's all just inadvertent imitation, And I don't mean mine. It's all across this nation. If it's just inadverdent simulation, A pattern in all mankind, What's got the whole world fakin' it?"", ""I'll be... Playing with my magazine. Using up my Listerine. Like Ovaltine. And you'll be... Dipping in your battleship. For the latest tip. For the latest dream."", ""It's all just inadvertent imitation, And I don't mean mine. It's all across this nation. If it's just inadverdent simulation, A pattern in all mankind, What's got the whole world fakin' it?"", ""If it's just inadvertent imitation, A pattern in all mankind, What's got the whole world fakin' it? What's got the whole world fakin'? What's got the whole world fakin'? What's got the whole world fakin'? What's got the whole world fakin'? What's got the whole world fakin'? What's got the whole world fakin' it, yeah?"""
118,yellow moon   ,"""Here, far away One could feel the earth vibrate Moon, changing shape and shade As we all do under its gaze Yellow Moon on the rise Yellow Moon on the rise Round we go... where we stop, yeah, no one knows So tonight, the moon I go Yellow Moon on the rise An echo that rings, a bullet unchained One life, one grave... joins the parade The sky grows dark, with fallen stars, who'd come so far A headstone engraved The colors turn gray The black and white fades"", ""Yellow Moon on the rise Yellow Moon on the rise"", ""Yellow Moon on the rise Yellow Moon on the rise"""
119,say hello 2 heaven   ,"""Please, mother mercy Take me from this place And the long winded curses I keep hearing in my head Words never listen And teachers never learn Now I'm warm from the candle But I feel too cold to burn He came from an island And he died from the street He hurt so bad like a soul breaking But he never said nothing to me So say hello to heaven"", ""New like a baby Lost like a prayer The sky was your playground But the cold ground was your bed Poor stargazer She's got no tears in her eyes Smooth like whisper She knows that love heals all wounds with time Now it seems like too much love Is never enough, you better seek out Another road 'cause this one has Ended abrupt, say hello to heaven"", ""I never wanted To write these words down for you With the pages of phrases Of things we'll never do So I blow out the candle, and I put you to bed Since you can't say to me Now how the dogs broke your bone There's just one thing left to be said Say hello to heaven"""
