,Song_name,shakira
51,bamboo hips en ingles   ,"""Bamboooooooo (Bamboooooooo) Tembaleuoluwaaluweee (Tembaleuoluwaaluweee) Anubaleee le balooo (Anubaleee le balooo) Levanlevaaandaa laoooo (Levanlevaaandaa laoooo)"", ""Bamboooooooo (Bamboooooooo) Tembaleuoluwaaluweee (Tembaleuoluwaaluweee) Anubaleee le balooo (Anubaleee le balooo) Levanlevaaandaa laoooo (Levanlevaaandaa laoooo)"", ""Perfection, I never really knew that she could dance like this She makes a man want to speak spanish Como se llama (si) bonita (si) Mi casa (shakira shakira) su casa"", ""Oh baby when you talk like that You make a woman go mad So be wise and keep on Reading the signs of my body"", ""And i'm on tonight You know my hips dont lie And i'm starting to feel it's right"", ""Ay ay ay to the bamboooo La gloria te esta esperando Latino! africano! asiatico! americano!"", ""Tu dios te esta mirando!"", ""Bambooooooooo (Bambooooooooo) Tembaleuoluwaaluweee (Tembaleuoluwaaluweee) Anubaleee le balooo (Anubaleee le balooo) Levanlevaaandaa laoooo (Levanlevaaandaa laoooo)"", ""No fighting a night!"", ""I never really knew that she could dance like this She makes a fan want to speak spanish Como se llama (si) bonita (si) Mi casa (shakira shakira) su casa"", ""Oh baby when you talk like that You make a woman go mad So be wise and keep on Reading the signs of my body"", ""And i'm on tonight You know my hips dont lie And i'm starting to feel you boy Ay ay ay to the bamboooo La gloria te esta esperando"", ""I know i'm on tonight So my hips dont lie And i'm starting to feel it's right Come on let's go, let's go Tu dios te esta mirando!"", ""Baila en la calle de noche... Baila en la calle de dia... Baila en la calle de noche... Juega en la calle de dia..."", ""People in the front, dont fight tonight! People in the side, dont fight tonight! People in the back, dont fight tonight! Dont fight tonight!! Dont fight tonight!!"", ""Let's go... I'm a student of pele, call me pele player. Eleven on the field with the heart of a gladiator One goal, Two goal, Three goal, Goal!"", ""Imma play til my knees grow low"", ""One goal Two goal Three goal Goal! Everybody in the final state go And my futbol jersey says maradonna And the crowd chants, sounds like spirits from africa"", ""Bambooooooooo (Bambooooooooo) Tembaleuoluwaaluweee (Tembaleuoluwaaluweee) Anubaleee le balooo (Anubaleee le balooo) Levanlevaaandaa laoooo (Levanlevaaandaa laoooo)"""
52,magia   ,"""Magia, siento magia Desde hace poco algo nuevo nace en mi Oh Magia, siento magia"", ""Cuando me hablas tiemblo toda, es asi Ando siempre despistada No escucho lo que me hablan Solo pienso"", ""En que estas cerca de mi."", ""Magia, tu mirada Como la luna me estremece hasta el fin Oh"", ""Magia, siento magia Si estoy contigo en el desierto soy feliz Dicen que hasta veo fantasmas O que estoy emproblemada"", ""Y la razon Es que te quiero hasta morir."", ""Y es asi que ya no puedo ni dormir Me paso el dia pensando en ti Vivo embrujada es por ti"", ""Y es asi que solo vivo para ti No se estudiar ni se salir No se que magia has hecho en mi."", ""Magia, siento magia Como la luna me estremece hasta el fin Oh Magia, siento magia Si estoy contigo en el desierto soy feliz Y es asi que ya no puedo ni dormir Me paso el dia pensando en ti Vivo embrujada y es por ti Y es asi que solo vivo para ti No se estudiar ni se salir No se que magia has hecho en mi"", ""Y es asi que ya no puedo ni dormir Me paso el dia pensando en ti Vivo embrujada es por ti Y es asi que solo vivo para ti No se estudiar ni se salir No se que magia has hecho en mi Y es asi"""
53,loca por ti   ,"""En la arena escrib\u00c3\u00ad Lo que te llego a amar Y a\u00c3\u00ban no lo borra ni la sal del mar"", ""Perm\u00c3\u00adteme so\u00c3\u00b1ar Que todav\u00c3\u00ada est\u00c3\u00a1s aqu\u00c3\u00ad A\u00c3\u00ban quiero seguir loca por ti"", ""Sigo sola aqu\u00c3\u00ad en este bar Me falta todo si faltas t\u00c3\u00ba Imagino tu cuerpo aqu\u00c3\u00ad Con la luna a contraluz Me quedar\u00c3\u00a9 Bebiendo esta copa a tu salud"", ""S\u00c3\u00a9 que al amanecer Mis l\u00c3\u00a1grimas caer\u00c3\u00a1n Y entre la lluvia se confundir\u00c3\u00a1n"", ""D\u00c3\u00a9jame continuar Ebria y so\u00c3\u00b1ando aqu\u00c3\u00ad Sabiendo que estoy loca por ti"", ""Sigo sola aqu\u00c3\u00ad en este bar Me falta todo si faltas t\u00c3\u00ba Imagino tu cuerpo aqu\u00c3\u00ad Con la luna a contraluz Me quedar\u00c3\u00a9 Bebiendo esta copa a tu salud"", ""Sigo sola aqu\u00c3\u00ad en este bar Me falta todo si faltas t\u00c3\u00ba Imagino tu cuerpo aqu\u00c3\u00ad Con la luna a contraluz Y no me ir\u00c3\u00a9 Sin antes brindar a tu salud"", ""Me bebo esta copa a tu salud"""
54,amor   ,
55,hands on the trigger en portugues   ,"""Sem um aviso Do nada Seus olhos com tanta fome O que eu poderia fazer Ela me arrastou para a porta dos fundos Como um c\u00c3\u00a3o na coleira No meio de resist\u00c3\u00aancia Quando eu vi a carne"", ""Eu pensei para mim mesmo apenas tomar o que voc\u00c3\u00aa pode E n\u00c3\u00a3o hesite, eu sei o que \u00c3\u00a9 como Quando a vida me deixa pra baixo"", ""M\u00c3\u00a3os no gatilho Come'n'take me maior M\u00c3\u00a3os no gatilho E definir o c\u00c3\u00a9u em chamas"", ""desejo forte E a chuva vertendo N\u00c3\u00a3o h\u00c3\u00a1 necessidade de falar N\u00c3\u00a3o sei o nome dela Em seguida, o primeiro sinal de manh\u00c3\u00a3 E meus olhos ainda cego N\u00c3\u00a3o tem de ver nada O que eu sentia era certo"", ""Eu pensei para mim mesmo apenas tomar o que voc\u00c3\u00aa pode E pare de perguntar-se se \u00c3\u00a9 bom ou ruim Quando a vida te trata direito"""
56,cant remember to forget you en espanol   ,"""I left a note on my bedpost Said, \""not to repeat yesterday's mistakes\"" What I tend to do when it comes to you I see only the good, selective memory"", ""The way you make me feel, yeah You gotta hold on me I've never met someone so different Oh, here we go You a part of me now, you a part of me So where you go, I follow, follow, follow"", ""Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I can't remember to forget you Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I keep forgetting I should let you go"", ""But when you look at me The only memory is us kissing in the moonlight Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I can't remember to forget you"", ""I can't remember to forget you"", ""I go back again, fall off the train Land in his bed, repeat yesterday's mistakes What I'm trying to say is not to forget You see only the good, selective memory"", ""The way he makes me feel like The way he makes me feel I never seemed to act so stupid Oh, here we go He a part of me now, he a part of me So where he goes, I follow, follow, follow"", ""Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I can't remember to forget you Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I keep forgetting I should let you go"", ""But when you look at me The only memory is us kissing in the moonlight Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I can't remember to forget you"", ""I rob and I kill to keep him with me I do anything for that boy I'd give my last dime to hold him tonight I do anything for that boy"", ""I rob and I kill to keep him with me I do anything for that boy I'd give my last dime to hold him tonight I do anything for that boy"", ""Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I can't remember to forget you Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I keep forgetting I should let you go"", ""But when you look at me The only memory is us kissing in the moonlight Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I can't remember to forget you"", ""But when you look at me The only memory is us kissing in the moonlight Oh-oh-ooh-oh-oh, oh-oh-ooh-oh-oh I can't remember to forget you"""
57,este amor es lo mas bello del mundo en portugues   ,"""Come\u00c3\u00a7ar a amar descobrir esta verdade que eu recentemente j\u00c3\u00a1 desconhe\u00c3\u00a7o e n\u00c3\u00a3o h\u00c3\u00a1 nehum caminho mais longo que poensar e sentir que voc\u00c3\u00aa \u00c3\u00a9 meu eu come\u00c3\u00a7o e fim doce imagem que soltou um v\u00c3\u00addeo-clipe Acredite que eu o amo que em meu voc\u00c3\u00aa \u00c3\u00a9 o VIP o afeto em meu espelho aquele que sorri feliz Porque este amor \u00c3\u00a9 o mais bonito do mundo Eu desamarro o cora\u00c3\u00a7\u00c3\u00a3o amar cada segundo porque este amor que \u00c3\u00a9 assim, t\u00c3\u00a3o meu como seu n\u00c3\u00a3o \u00c3\u00a9 sem querer nenhuma paix\u00c3\u00a3o artista de trap\u00c3\u00a9zio sem rede em ambos, em ambos Pela luz do sol Eu canto esta can\u00c3\u00a7\u00c3\u00a3o para voc\u00c3\u00aa aquele que lhe fala que voc\u00c3\u00aa j\u00c3\u00a1 est\u00c3\u00a1 pronta A dor deixou seu c\u00c3\u00a9u de uma vez por todas se voc\u00c3\u00aa me fala que me ama eu me sinto muito bem voc\u00c3\u00aa me veste na sala ou em frente \u00c3\u00a0 televis\u00c3\u00a3o repetindo seu nome ou escrevendo isto dentro... Porque voc\u00c3\u00aa que este amor \u00c3\u00a9 isto mas bonito do mundo Eu desamarro o cora\u00c3\u00a7\u00c3\u00a3o amar cada segundo porque voc\u00c3\u00aa que este amor que \u00c3\u00a9 assim meu como seu n\u00c3\u00a3o \u00c3\u00a9 sem querer nenhuma paix\u00c3\u00a3o artista de trap\u00c3\u00a9zio sem rede em ambos, em ambos, n\u00c3\u00b3s pertencemos um ao outro"""
58,ciega sordomuda   ,"""Se me acaba el argumento y la metodolog\u00c3\u00ada Cada vez que se aparece frente a m\u00c3\u00ad tu anatom\u00c3\u00ada Porque este amor ya no entiende de consejos ni razones Se alimenta de pretextos y le faltan pantalones"", ""Este amor no me permite estar en pie Porque ya hasta me ha quebrado los talones Aunque me levante, volver\u00c3\u00a9 a caer Si te acercas, nada es \u00c3\u00batil para esta in\u00c3\u00batil"", ""Bruta, ciega, sordomuda, torpe, traste, testaruda Es todo lo que he sido, por ti me he convertido En una cosa que no hace otra cosa m\u00c3\u00a1s que amarte Pienso en ti d\u00c3\u00ada y noche, y no s\u00c3\u00a9 c\u00c3\u00b3mo olvidarte"", ""Cu\u00c3\u00a1ntas veces he intentado enterrarte en mi memoria Y aunque diga \""ya no m\u00c3\u00a1s\"", es otra vez la misma historia Porque este amor siempre sabe hacerme respirar profundo Ya me trae por la izquierda y de pelea con el mundo"", ""Si pudiera exorcizarme de tu voz Si pudiera escaparme de tu nombre Si pudiera arrancarme el coraz\u00c3\u00b3n Y esconderme para no sentirme nuevamente"", ""Bruta, ciega, sordomuda, torpe, traste, testaruda Es todo lo que he sido, por ti me he convertido En una cosa que no hace otra cosa m\u00c3\u00a1s que amarte Pienso en ti d\u00c3\u00ada y noche, y no s\u00c3\u00a9 c\u00c3\u00b3mo olvidarte"", ""Ojerosa, flaca, fea, desgre\u00c3\u00b1ada Torpe, tonta, lenta, necia, desquiciada Completamente descontrolada T\u00c3\u00ba te das cuenta y no me dices nada"", ""Ves que se me ha vuelto la cabeza un nido Donde solamente t\u00c3\u00ba tienes asilo Y no me escuchas lo que te digo Mira bien lo que vas a hacer conmigo"", ""Bruta, ciega, sordomuda, torpe, traste, testaruda Es todo lo que he sido, por ti me he convertido En una cosa que no hace otra cosa m\u00c3\u00a1s que amarte Pienso en ti d\u00c3\u00ada y noche, y no s\u00c3\u00a9 c\u00c3\u00b3mo olvidarte"", ""Bruta, ciega, sordomuda, torpe, traste, testaruda Es todo lo que he sido, por ti me he convertido En una cosa que no hace otra cosa m\u00c3\u00a1s que amarte Pienso en ti d\u00c3\u00ada y noche, y no s\u00c3\u00a9 c\u00c3\u00b3mo olvidarte"", ""Bruta, ciega, sordomuda, torpe, traste, testaruda Es todo lo que he sido, por ti me he convertido En una cosa que no hace otra cosa m\u00c3\u00a1s que amarte Pienso en ti d\u00c3\u00ada y noche, y no s\u00c3\u00a9 c\u00c3\u00b3mo olvidarte"", ""Bruta, ciega, sordomuda, torpe, traste, testaruda Es todo lo que he sido, por ti me he convertido..."""
59,hey you en espanol   ,"""I'd like to be The kind of dream you'd never share To be your boss and to be your maid Your shaving cream, your razor blade The buttons of your shirt, your favorite underwear"", ""I'd like to be The only thing on Earth that makes you cry The only thing that makes you happy Soon you will see That no one else but me can take you this high And soon you'll make your last name mine"", ""Hey, you Making an offer that no one could ever refuse Don't play the adamant, don't be so arrogant Can't you see I've fallen for you?"", ""Hey, you Making an offer that no one would dare to refuse Don't play the adamant, don't be so arrogant Let me in, let me be your muse tonight Tonight, tonight"", ""I'd like to be The first white hair upon your head To be your cherry pie, your daily bread I'll cook for free, I'll make your bed If I can know the things you thought and never said"", ""I'd like to be The owner of the zipper on your jeans And that thing that makes you happy I'd like to be the beginning, the end And the in-between, and be your slave And be your queen"", ""Hey, you Making an offer that no one could ever refuse Don't play the adamant, don't be so arrogant Can't you see I've fallen for you?"", ""Hey, you Making an offer that no one would dare to refuse Don't play the adamant, don't be so arrogant Let me in, let me be your muse tonight Tonight, tonight, tonight, tonight"", ""Hey, you Making an offer that no one could ever refuse Don't play the adamant, don't be so arrogant Can't you see I've fallen for you?"", ""Hey, you Making an offer that no one would ever refuse Don't play the adamant, don't be so arrogant Let me in, let me be your muse tonight"", ""Tonight, tonight, oh, oh Tonight, tonight, oh, oh"", ""Let me in, let me be your muse Be your muse tonight"""
60,medicine   ,"""And I feel like I'm losing my mind Banging my head up against the wall Staring at nothing 'cause I can't sleep at night Can't make it stop, yeah, I think too much"", ""What do I do? Falling apart I need a shock straight to my heart No one would want to be in my shoes right now, oh"", ""I don't reach for the bottle of whiskey (Straight on the rocks) No, you won't see me popping the pills (Pop-pop-pop-popping the pills) 'Cause if I want the pain to go away In a second make it fade You're the only thing that will"", ""You're my medicine, medicine My, my, my medicine, medicine My, my, my medicine"", ""You know you're an expert at complicating things That's how I'm wired, believe me, it's not fun But you make a war seem like such an easy game Kiss me, and my arguments come undone"", ""Down in the trenches You are the white flag Make me surrender Want you so bad"", ""Baby, don't stop what you started Don't ever be done, oh"", ""I don't reach for the bottle of whiskey (Straight on the rocks) No, you won't see me popping the pills (Pop-pop-pop-popping the pills) 'Cause if I want the pain to go away In a second make it fade You're the only thing that will"", ""You're my medicine, medicine My, my, my medicine, medicine My, my, my medicine"", ""You make it all better, better You make me feel whole You make it all better, better You make me feel whole"", ""I don't reach for the bottle of whiskey No, you won't see me popping the pills 'Cause if I want the pain to go away In a second make it fade You're the only thing that will"", ""You're my, my medicine, medicine My, my, my medicine, medicine My, my, my medicine"", ""You make it all better, better You make me feel whole You make it all better, better You make me feel whole"", ""You make it all better, better You make me feel whole You make it all better, better You make me feel whole"", ""You're my, my medicine"""
61,gordita caliente   ,"""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Yo no quiero un erudito, ni a un millonario Sino a uno como t\u00c3\u00ba con \u00c3\u00a9se vocabulario Contigo yo pierdo hasta mis buenos modales Aunque terminemos como dos animales"", ""Mu\u00c3\u00a9vete, mu\u00c3\u00a9vete como un invertebrado Soy tu cazadora y t\u00c3\u00ba eres mi venado"", ""S\u00c3\u00ad mamita yo soy como Bambi, tu venadito Dale, c\u00c3\u00a1llate y ponte de ladito"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas delicadas llenas de amor para m\u00c3\u00ad"", ""(T\u00c3\u00ba eres mi gordita)"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas delicadas llenas de amor para m\u00c3\u00ad"", ""Oye, oye, oye"", ""Perversi\u00c3\u00b3n absoluta en el \u00c3\u00a1rea Perverso como tener sexo en una funeraria Yo soy el jefe, y yo la secretaria Deja que te saque tu lado de ordinaria"", ""Shaki t\u00c3\u00ba est\u00c3\u00a1s bien bonita Aunque tambi\u00c3\u00a9n me gustabas cuando estabas m\u00c3\u00a1s gordita Con el pelito negrito y la cara redondita Y as\u00c3\u00ad medio rockerita"", ""Tambi\u00c3\u00a9n me gustas ahora, pero cuando pierdes los modales Cuando comes sin cubiertos (como los animales) Cuando se te sale lo sucio, lo obsceno Todo lo que sabe bueno, todo el veneno"", ""Si yo soy criminal (t\u00c3\u00ba eres a\u00c3\u00ban un/una delincuente) Vamos a tirarnos los dos del mismo puente Sin paraca\u00c3\u00addas de nuestro mundo volando (Como los hippies cuando est\u00c3\u00a1n fumando)"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas delicadas llenas de amor para m\u00c3\u00ad"", ""(Oye, oye, t\u00c3\u00ba eres mi gordita)"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas delicadas llenas de amor para m\u00c3\u00ad"", ""Dice, oye, oye"", ""De regreso a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Basta que me mires como un delincuente Soy Caperucita, y t\u00c3\u00ba eres el lobo que miente Inv\u00c3\u00adtame a pasarme por el lado salvaje Donde yo no tenga que llevar maquillaje"", ""Puedo decirte todo, todo lo que pienso Soy peor que t\u00c3\u00ba, y si me buscas yo te encuentro"", ""Chiquita rica que me pica cuando chica pica Chiquito dame un pico rico en el hocico rico Yo poco a poco (poco) un poco, poco (poco) Tarar\u00c3\u00a1 tarar\u00c3\u00a1 tara tarar\u00c3\u00a1 \u00c2\u00bfQu\u00c3\u00a9?"", ""Chiquita rica que me rasca cuando pica chica Chiquito dame un pico rico en el hocico rico Yo poco a poco (poco) te toco un poco (poco) Tarar\u00c3\u00a1 tarar\u00c3\u00a1 tara tarar\u00c3\u00a1, ah"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Esto a ti, a ti, te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas delicadas llenas de amor para m\u00c3\u00ad"", ""(T\u00c3\u00ba eres mi gordita)"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas delicadas llenas de amor para m\u00c3\u00ad."""
